Serial,Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National
2194,22-05-2020,8:00 AM,Punjab,1819,39,2028,2028,0
2195,22-05-2020,8:00 AM,Rajasthan,3485,151,6227,6218,9
2196,22-05-2020,8:00 AM,Tamil Nadu,6282,94,13967,13958,9
2197,22-05-2020,8:00 AM,Telengana,1035,45,1699,1687,12
2198,22-05-2020,8:00 AM,Tripura,148,0,173,173,0
2199,22-05-2020,8:00 AM,Uttarakhand,54,1,146,137,9
2200,22-05-2020,8:00 AM,Uttar Pradesh,3204,138,5515,5506,9
2201,22-05-2020,8:00 AM,West Bengal,1193,259,3197,3197,0
2202,22-05-2020,8:00 AM,Cases being reassigned to states,0,0,1620,1620,0
2203,23-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33,0
2204,23-05-2020,8:00 AM,Andhra Pradesh,1763,55,2709,2709,0
2205,23-05-2020,8:00 AM,Arunachal Pradesh,1,0,1,1,0
2206,23-05-2020,8:00 AM,Assam,54,4,259,259,0
2207,23-05-2020,8:00 AM,Bihar,629,11,2177,2177,0
2208,23-05-2020,8:00 AM,Chandigarh,178,3,218,218,0
2209,23-05-2020,8:00 AM,Chhattisgarh,62,0,172,172,0
2210,23-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,1,1,0
2211,23-05-2020,8:00 AM,Delhi,5897,208,12319,12305,14
2212,23-05-2020,8:00 AM,Goa,16,0,54,50,4
2213,23-05-2020,8:00 AM,Gujarat,5880,802,13268,13259,9
2214,23-05-2020,8:00 AM,Haryana,706,16,1067,1051,16
2215,23-05-2020,8:00 AM,Himachal Pradesh,59,3,168,168,0
2216,23-05-2020,8:00 AM,Jammu and Kashmir,720,20,1489,1489,0
2217,23-05-2020,8:00 AM,Jharkhand,136,3,308,308,0
2218,23-05-2020,8:00 AM,Karnataka,597,41,1743,1743,0
2219,23-05-2020,8:00 AM,Kerala,512,4,732,722,10
2220,23-05-2020,8:00 AM,Ladakh,43,0,44,44,0
2221,23-05-2020,8:00 AM,Madhya Pradesh,3089,272,6170,6170,0
2222,23-05-2020,8:00 AM,Maharashtra,12583,1517,44582,44572,10
2223,23-05-2020,8:00 AM,Manipur,2,0,26,26,0
2224,23-05-2020,8:00 AM,Meghalaya,12,1,14,14,0
2225,23-05-2020,8:00 AM,Mizoram,1,0,1,1,0
2226,23-05-2020,8:00 AM,Odisha,436,7,1189,1189,0
2227,23-05-2020,8:00 AM,Puducherry,10,0,26,26,0
2228,23-05-2020,8:00 AM,Punjab,1847,39,2029,2029,0
2229,23-05-2020,8:00 AM,Rajasthan,3680,153,6494,6485,9
2230,23-05-2020,8:00 AM,Tamil Nadu,7128,98,14753,14744,9
2231,23-05-2020,8:00 AM,Telengana,1043,45,1761,1749,12
2232,23-05-2020,8:00 AM,Tripura,152,0,175,175,0
2233,23-05-2020,8:00 AM,Uttarakhand,56,1,153,144,9
2234,23-05-2020,8:00 AM,Uttar Pradesh,3238,152,5735,5726,9
2235,23-05-2020,8:00 AM,West Bengal,1221,265,3332,3332,0
2236,23-05-2020,8:00 AM,Cases being reassigned to states,0,0,1899,1892,7
2237,24-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33,0
2238,24-05-2020,8:00 AM,Andhra Pradesh,1809,56,2757,2757,0
2239,24-05-2020,8:00 AM,Arunachal Pradesh,1,0,1,1,0
2240,24-05-2020,8:00 AM,Assam,55,4,329,329,0
2241,24-05-2020,8:00 AM,Bihar,653,11,2380,2380,0
2242,24-05-2020,8:00 AM,Chandigarh,179,3,225,225,0
2243,24-05-2020,8:00 AM,Chhattisgarh,64,0,214,214,0
2244,24-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,2,2,0
2245,24-05-2020,8:00 AM,Delhi,6267,231,12910,12896,14
2246,24-05-2020,8:00 AM,Goa,16,0,55,51,4
2247,24-05-2020,8:00 AM,Gujarat,6169,829,13664,13655,9
2248,24-05-2020,8:00 AM,Haryana,750,16,1131,1115,16
2249,24-05-2020,8:00 AM,Himachal Pradesh,61,3,185,185,0
2250,24-05-2020,8:00 AM,Jammu and Kashmir,774,21,1569,1569,0
2251,24-05-2020,8:00 AM,Jharkhand,141,4,350,350,0
2252,24-05-2020,8:00 AM,Karnataka,608,42,1959,1959,0
2253,24-05-2020,8:00 AM,Kerala,515,4,795,785,10
2254,24-05-2020,8:00 AM,Ladakh,43,0,49,49,0
2255,24-05-2020,8:00 AM,Madhya Pradesh,3267,281,6371,6371,0
2256,24-05-2020,8:00 AM,Maharashtra,13404,1577,47190,47180,10
2257,24-05-2020,8:00 AM,Manipur,4,0,29,29,0
2258,24-05-2020,8:00 AM,Meghalaya,12,1,14,14,0
2259,24-05-2020,8:00 AM,Mizoram,1,0,1,1,0
2260,24-05-2020,8:00 AM,Odisha,497,7,1269,1269,0
2261,24-05-2020,8:00 AM,Puducherry,10,0,26,26,0
2262,24-05-2020,8:00 AM,Punjab,1870,39,2045,2045,0
2263,24-05-2020,8:00 AM,Rajasthan,3786,160,6742,6733,9
2264,24-05-2020,8:00 AM,Sikkim,0,0,1,1,0
2265,24-05-2020,8:00 AM,Tamil Nadu,7491,103,15512,15503,9
2266,24-05-2020,8:00 AM,Telengana,1065,49,1813,1801,12
2267,24-05-2020,8:00 AM,Tripura,153,0,189,189,0
2268,24-05-2020,8:00 AM,Uttarakhand,56,2,244,235,9
2269,24-05-2020,8:00 AM,Uttar Pradesh,3406,155,6017,6008,9
2270,24-05-2020,8:00 AM,West Bengal,1281,269,3459,3459,0
2271,24-05-2020,8:00 AM,Cases being reassigned to states,0,0,2338,2338,0
2272,25-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33,0
2273,25-05-2020,8:00 AM,Andhra Pradesh,1856,56,2823,2823,0
2274,25-05-2020,8:00 AM,Arunachal Pradesh,1,0,1,1,0
2275,25-05-2020,8:00 AM,Assam,55,4,378,378,0
2276,25-05-2020,8:00 AM,Bihar,702,13,2587,2587,0
2277,25-05-2020,8:00 AM,Chandigarh,186,3,238,238,0
2278,25-05-2020,8:00 AM,Chhattisgarh,67,0,252,252,0
2279,25-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,2,2,0
2280,25-05-2020,8:00 AM,Delhi,6540,261,13418,13404,14
2281,25-05-2020,8:00 AM,Goa,19,0,66,62,4
2282,25-05-2020,8:00 AM,Gujarat,6412,858,14056,14047,9
2283,25-05-2020,8:00 AM,Haryana,765,16,1184,1168,16
2284,25-05-2020,8:00 AM,Himachal Pradesh,63,3,203,203,0
2285,25-05-2020,8:00 AM,Jammu and Kashmir,809,21,1621,1621,0
2286,25-05-2020,8:00 AM,Jharkhand,148,4,370,370,0
2287,25-05-2020,8:00 AM,Karnataka,654,42,2089,2089,0
2288,25-05-2020,8:00 AM,Kerala,521,4,847,837,10
2289,25-05-2020,8:00 AM,Ladakh,43,0,52,52,0
2290,25-05-2020,8:00 AM,Madhya Pradesh,3408,290,6665,6665,0
2291,25-05-2020,8:00 AM,Maharashtra,14600,1635,50231,50221,10
2292,25-05-2020,8:00 AM,Manipur,4,0,32,32,0
2293,25-05-2020,8:00 AM,Meghalaya,12,1,14,14,0
2294,25-05-2020,8:00 AM,Mizoram,1,0,1,1,0
2295,25-05-2020,8:00 AM,Odisha,550,7,1336,1336,0
2296,25-05-2020,8:00 AM,Puducherry,12,0,41,41,0
2297,25-05-2020,8:00 AM,Punjab,1898,40,2060,2060,0
2298,25-05-2020,8:00 AM,Rajasthan,3848,163,7028,7019,9
2299,25-05-2020,8:00 AM,Sikkim,0,0,1,1,0
2300,25-05-2020,8:00 AM,Tamil Nadu,8324,111,16277,16268,9
2301,25-05-2020,8:00 AM,Telengana,1090,53,1854,1842,12
2302,25-05-2020,8:00 AM,Tripura,165,0,191,191,0
2303,25-05-2020,8:00 AM,Uttarakhand,58,3,317,308,9
2304,25-05-2020,8:00 AM,Uttar Pradesh,3538,161,6268,6259,9
2305,25-05-2020,8:00 AM,West Bengal,1339,272,3667,3667,0
2306,25-05-2020,8:00 AM,Cases being reassigned to states,0,0,2642,2630,12
2307,26-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33,0
2308,26-05-2020,8:00 AM,Andhra Pradesh,1896,56,3110,3110,0
2309,26-05-2020,8:00 AM,Arunachal Pradesh,1,0,2,2,0
2310,26-05-2020,8:00 AM,Assam,62,4,526,526,0
2311,26-05-2020,8:00 AM,Bihar,749,13,2730,2730,0
2312,26-05-2020,8:00 AM,Chandigarh,186,3,238,238,0
2313,26-05-2020,8:00 AM,Chhattisgarh,72,0,291,291,0
2314,26-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,2,2,0
2315,26-05-2020,8:00 AM,Delhi,6771,276,14053,14039,14
2316,26-05-2020,8:00 AM,Goa,19,0,67,63,4
2317,26-05-2020,8:00 AM,Gujarat,6636,888,14460,14451,9
2318,26-05-2020,8:00 AM,Haryana,765,16,1184,1168,16
2319,26-05-2020,8:00 AM,Himachal Pradesh,67,5,223,223,0
2320,26-05-2020,8:00 AM,Jammu and Kashmir,809,23,1668,1668,0
2321,26-05-2020,8:00 AM,Jharkhand,148,4,377,377,0
2322,26-05-2020,8:00 AM,Karnataka,705,44,2182,2182,0
2323,26-05-2020,8:00 AM,Kerala,532,5,896,886,10
2324,26-05-2020,8:00 AM,Ladakh,43,0,52,52,0
2325,26-05-2020,8:00 AM,Madhya Pradesh,3571,300,6859,6859,0
2326,26-05-2020,8:00 AM,Maharashtra,15786,1695,52667,52657,10
2327,26-05-2020,8:00 AM,Manipur,4,0,39,39,0
2328,26-05-2020,8:00 AM,Meghalaya,12,1,14,14,0
2329,26-05-2020,8:00 AM,Mizoram,1,0,1,1,0
2330,26-05-2020,8:00 AM,Nagaland,0,0,3,3,0
2331,26-05-2020,8:00 AM,Odisha,649,7,1438,1438,0
2332,26-05-2020,8:00 AM,Puducherry,12,0,41,41,0
2333,26-05-2020,8:00 AM,Punjab,1898,40,2060,2060,0
2334,26-05-2020,8:00 AM,Rajasthan,3951,167,7300,7291,9
2335,26-05-2020,8:00 AM,Sikkim,0,0,1,1,0
2336,26-05-2020,8:00 AM,Tamil Nadu,8731,118,17082,17073,9
2337,26-05-2020,8:00 AM,Telengana,1164,56,1920,1908,12
2338,26-05-2020,8:00 AM,Tripura,165,0,194,194,0
2339,26-05-2020,8:00 AM,Uttarakhand,58,3,349,340,9
2340,26-05-2020,8:00 AM,Uttar Pradesh,3581,165,6532,6523,9
2341,26-05-2020,8:00 AM,West Bengal,1414,278,3816,3816,0
2342,26-05-2020,8:00 AM,Cases being reassigned to states,0,0,2970,2960,10
2343,27-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33,0
2344,27-05-2020,8:00 AM,Andhra Pradesh,2009,57,3171,3171,0
2345,27-05-2020,8:00 AM,Arunachal Pradesh,1,0,2,2,0
2346,27-05-2020,8:00 AM,Assam,62,4,616,616,0
2347,27-05-2020,8:00 AM,Bihar,900,13,2983,2983,0
2348,27-05-2020,8:00 AM,Chandigarh,187,4,266,266,0
2349,27-05-2020,8:00 AM,Chhattisgarh,79,0,361,361,0
2350,27-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,2,2,0
2351,27-05-2020,8:00 AM,Delhi,7223,288,14465,14451,14
2352,27-05-2020,8:00 AM,Goa,28,0,67,63,4
2353,27-05-2020,8:00 AM,Gujarat,7139,915,14821,14812,9
2354,27-05-2020,8:00 AM,Haryana,824,17,1305,1289,16
2355,27-05-2020,8:00 AM,Himachal Pradesh,67,5,247,247,0
2356,27-05-2020,8:00 AM,Jammu and Kashmir,833,24,1759,1759,0
2357,27-05-2020,8:00 AM,Jharkhand,175,4,426,426,0
2358,27-05-2020,8:00 AM,Karnataka,748,44,2283,2283,0
2359,27-05-2020,8:00 AM,Kerala,542,6,963,953,10
2360,27-05-2020,8:00 AM,Ladakh,43,0,53,53,0
2361,27-05-2020,8:00 AM,Madhya Pradesh,3689,305,7024,7024,0
2362,27-05-2020,8:00 AM,Maharashtra,16954,1792,54758,54748,10
2363,27-05-2020,8:00 AM,Manipur,4,0,39,39,0
2364,27-05-2020,8:00 AM,Meghalaya,12,1,15,15,0
2365,27-05-2020,8:00 AM,Mizoram,1,0,1,1,0
2366,27-05-2020,8:00 AM,Nagaland,0,0,4,4,0
2367,27-05-2020,8:00 AM,Odisha,733,7,1517,1517,0
2368,27-05-2020,8:00 AM,Puducherry,12,0,46,46,0
2369,27-05-2020,8:00 AM,Punjab,1918,40,2106,2106,0
2370,27-05-2020,8:00 AM,Rajasthan,4171,170,7536,7527,9
2371,27-05-2020,8:00 AM,Sikkim,0,0,1,1,0
2372,27-05-2020,8:00 AM,Tamil Nadu,9342,127,17728,17719,9
2373,27-05-2020,8:00 AM,Telengana,1284,57,1991,1979,12
2374,27-05-2020,8:00 AM,Tripura,165,0,207,207,0
2375,27-05-2020,8:00 AM,Uttarakhand,64,4,401,392,9
2376,27-05-2020,8:00 AM,Uttar Pradesh,3698,170,6548,6539,9
2377,27-05-2020,8:00 AM,West Bengal,1486,283,4009,4009,0
2378,27-05-2020,8:00 AM,Cases being reassigned to states,0,0,4013,4010,3
2379,28-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33,0
2380,28-05-2020,8:00 AM,Andhra Pradesh,2057,58,3171,3171,0
2381,28-05-2020,8:00 AM,Arunachal Pradesh,1,0,2,2,0
2382,28-05-2020,8:00 AM,Assam,87,4,781,781,0
2383,28-05-2020,8:00 AM,Bihar,1083,15,3061,3061,0
2384,28-05-2020,8:00 AM,Chandigarh,187,4,279,279,0
2385,28-05-2020,8:00 AM,Chhattisgarh,83,0,369,369,0
2386,28-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,2,2,0
2387,28-05-2020,8:00 AM,Delhi,7264,303,15257,15243,14
2388,28-05-2020,8:00 AM,Goa,37,0,68,64,4
2389,28-05-2020,8:00 AM,Gujarat,7549,938,15195,15186,9
2390,28-05-2020,8:00 AM,Haryana,838,18,1381,1365,16
2391,28-05-2020,8:00 AM,Himachal Pradesh,70,5,273,273,0
2392,28-05-2020,8:00 AM,Jammu and Kashmir,854,26,1921,1921,0
2393,28-05-2020,8:00 AM,Jharkhand,185,4,448,448,0
2394,28-05-2020,8:00 AM,Karnataka,781,47,2418,2418,0
2395,28-05-2020,8:00 AM,Kerala,552,7,1004,994,10
2396,28-05-2020,8:00 AM,Ladakh,43,0,53,53,0
2397,28-05-2020,8:00 AM,Madhya Pradesh,3927,313,7261,7261,0
2398,28-05-2020,8:00 AM,Maharashtra,17918,1897,56948,56938,10
2399,28-05-2020,8:00 AM,Manipur,4,0,44,44,0
2400,28-05-2020,8:00 AM,Meghalaya,12,1,20,20,0
2401,28-05-2020,8:00 AM,Mizoram,1,0,1,1,0
2402,28-05-2020,8:00 AM,Nagaland,0,0,4,4,0
2403,28-05-2020,8:00 AM,Odisha,733,7,1593,1593,0
2404,28-05-2020,8:00 AM,Puducherry,12,0,46,46,0
2405,28-05-2020,8:00 AM,Punjab,1918,40,2139,2139,0
2406,28-05-2020,8:00 AM,Rajasthan,4457,173,7703,7694,9
2407,28-05-2020,8:00 AM,Sikkim,0,0,1,1,0
2408,28-05-2020,8:00 AM,Tamil Nadu,9909,133,18545,18536,9
2409,28-05-2020,8:00 AM,Telengana,1284,63,2098,2086,12
2410,28-05-2020,8:00 AM,Tripura,165,0,230,230,0
2411,28-05-2020,8:00 AM,Uttarakhand,79,4,469,460,9
2412,28-05-2020,8:00 AM,Uttar Pradesh,3991,182,6991,6982,9
2413,28-05-2020,8:00 AM,West Bengal,1578,289,4192,4192,0
2414,28-05-2020,8:00 AM,Cases being reassigned to states,0,0,4332,4330,2
2415,29-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33,0
2416,29-05-2020,8:00 AM,Andhra Pradesh,2125,59,3251,3251,0
2417,29-05-2020,8:00 AM,Arunachal Pradesh,1,0,3,3,0
2418,29-05-2020,8:00 AM,Assam,104,4,856,856,0
2419,29-05-2020,8:00 AM,Bihar,1211,15,3296,3296,0
2420,29-05-2020,8:00 AM,Chandigarh,189,4,288,288,0
2421,29-05-2020,8:00 AM,Chhattisgarh,83,0,399,399,0
2422,29-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,2,2,0
2423,29-05-2020,8:00 AM,Delhi,7495,316,16281,16267,14
2424,29-05-2020,8:00 AM,Goa,38,0,69,65,4
2425,29-05-2020,8:00 AM,Gujarat,8003,960,15562,15553,9
2426,29-05-2020,8:00 AM,Haryana,881,19,1504,1488,16
2427,29-05-2020,8:00 AM,Himachal Pradesh,70,5,276,276,0
2428,29-05-2020,8:00 AM,Jammu and Kashmir,859,27,2036,2036,0
2429,29-05-2020,8:00 AM,Jharkhand,212,4,469,469,0
2430,29-05-2020,8:00 AM,Karnataka,834,47,2533,2533,0
2431,29-05-2020,8:00 AM,Kerala,555,7,1088,1078,10
2432,29-05-2020,8:00 AM,Ladakh,43,0,73,73,0
2433,29-05-2020,8:00 AM,Madhya Pradesh,4050,321,7453,7453,0
2434,29-05-2020,8:00 AM,Maharashtra,18616,1982,59546,59536,10
2435,29-05-2020,8:00 AM,Manipur,5,0,55,55,0
2436,29-05-2020,8:00 AM,Meghalaya,12,1,21,21,0
2437,29-05-2020,8:00 AM,Mizoram,1,0,1,1,0
2438,29-05-2020,8:00 AM,Nagaland,0,0,18,18,0
2439,29-05-2020,8:00 AM,Odisha,887,7,1660,1660,0
2440,29-05-2020,8:00 AM,Puducherry,14,0,51,51,0
2441,29-05-2020,8:00 AM,Punjab,1946,40,2158,2158,0
2442,29-05-2020,8:00 AM,Rajasthan,4817,180,8067,8058,9
2443,29-05-2020,8:00 AM,Sikkim,0,0,1,1,0
2444,29-05-2020,8:00 AM,Tamil Nadu,10548,145,19372,19363,9
2445,29-05-2020,8:00 AM,Telengana,1345,67,2256,2244,12
2446,29-05-2020,8:00 AM,Tripura,167,0,242,242,0
2447,29-05-2020,8:00 AM,Uttarakhand,79,4,500,491,9
2448,29-05-2020,8:00 AM,Uttar Pradesh,4215,197,7170,7161,9
2449,29-05-2020,8:00 AM,West Bengal,1668,295,4536,4536,0
2450,29-05-2020,8:00 AM,Cases being reassigned to states,0,0,4673,4673,0
2451,30-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33,0
2452,30-05-2020,8:00 AM,Andhra Pradesh,2226,60,3436,3436,0
2453,30-05-2020,8:00 AM,Arunachal Pradesh,1,0,3,3,0
2454,30-05-2020,8:00 AM,Assam,125,4,1024,1024,0
2455,30-05-2020,8:00 AM,Bihar,1211,15,3376,3376,0
2456,30-05-2020,8:00 AM,Chandigarh,189,4,289,289,0
2457,30-05-2020,8:00 AM,Chhattisgarh,100,1,415,415,0
2458,30-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,2,2,0
2459,30-05-2020,8:00 AM,Delhi,7846,398,17386,17372,14
2460,30-05-2020,8:00 AM,Goa,41,0,69,65,4
2461,30-05-2020,8:00 AM,Gujarat,8611,980,15934,15925,9
2462,30-05-2020,8:00 AM,Haryana,940,19,1721,1705,16
2463,30-05-2020,8:00 AM,Himachal Pradesh,87,5,295,295,0
2464,30-05-2020,8:00 AM,Jammu and Kashmir,875,28,2164,2164,0
2465,30-05-2020,8:00 AM,Jharkhand,216,5,511,511,0
2466,30-05-2020,8:00 AM,Karnataka,894,48,2781,2781,0
2467,30-05-2020,8:00 AM,Kerala,565,8,1150,1140,10
2468,30-05-2020,8:00 AM,Ladakh,43,0,74,74,0
2469,30-05-2020,8:00 AM,Madhya Pradesh,4269,334,7645,7645,0
2470,30-05-2020,8:00 AM,Maharashtra,26997,2098,62228,62218,10
2471,30-05-2020,8:00 AM,Manipur,8,0,59,59,0
2472,30-05-2020,8:00 AM,Meghalaya,12,1,27,27,0
2473,30-05-2020,8:00 AM,Mizoram,1,0,1,1,0
2474,30-05-2020,8:00 AM,Nagaland,0,0,25,25,0
2475,30-05-2020,8:00 AM,Odisha,887,7,1723,1723,0
2476,30-05-2020,8:00 AM,Puducherry,14,0,51,51,0
2477,30-05-2020,8:00 AM,Punjab,1949,42,2197,2197,0
2478,30-05-2020,8:00 AM,Rajasthan,5244,184,8365,8356,9
2479,30-05-2020,8:00 AM,Sikkim,0,0,1,1,0
2480,30-05-2020,8:00 AM,Tamil Nadu,11313,154,20246,20237,9
2481,30-05-2020,8:00 AM,Telengana,1381,71,2425,2413,12
2482,30-05-2020,8:00 AM,Tripura,171,0,251,251,0
2483,30-05-2020,8:00 AM,Uttarakhand,102,5,716,707,9
2484,30-05-2020,8:00 AM,Uttar Pradesh,4244,198,7284,7275,9
2485,30-05-2020,8:00 AM,West Bengal,1775,302,4813,4813,0
2486,30-05-2020,8:00 AM,Cases being reassigned to states,0,0,5043,5039,4
2487,31-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33,0
2488,31-05-2020,8:00 AM,Andhra Pradesh,2289,60,3569,3569,0
2489,31-05-2020,8:00 AM,Arunachal Pradesh,1,0,4,4,0
2490,31-05-2020,8:00 AM,Assam,163,4,1185,1185,0
2491,31-05-2020,8:00 AM,Bihar,1618,20,3636,3636,0
2492,31-05-2020,8:00 AM,Chandigarh,189,4,289,289,0
2493,31-05-2020,8:00 AM,Chhattisgarh,102,1,447,447,0
2494,31-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,2,2,0
2495,31-05-2020,8:00 AM,Delhi,8075,416,18549,18535,14
2496,31-05-2020,8:00 AM,Goa,41,0,70,66,4
2497,31-05-2020,8:00 AM,Gujarat,9230,1007,16343,16334,9
2498,31-05-2020,8:00 AM,Haryana,971,20,1923,1907,16
2499,31-05-2020,8:00 AM,Himachal Pradesh,111,5,313,313,0
2500,31-05-2020,8:00 AM,Jammu and Kashmir,908,28,2341,2341,0
2501,31-05-2020,8:00 AM,Jharkhand,256,5,563,563,0
2502,31-05-2020,8:00 AM,Karnataka,997,48,2922,2922,0
2503,31-05-2020,8:00 AM,Kerala,575,9,1208,1198,10
2504,31-05-2020,8:00 AM,Ladakh,43,0,74,74,0
2505,31-05-2020,8:00 AM,Madhya Pradesh,4444,343,7891,7891,0
2506,31-05-2020,8:00 AM,Maharashtra,28081,2197,65168,65158,10
2507,31-05-2020,8:00 AM,Manipur,8,0,62,62,0
2508,31-05-2020,8:00 AM,Meghalaya,12,1,27,27,0
2509,31-05-2020,8:00 AM,Mizoram,1,0,1,1,0
2510,31-05-2020,8:00 AM,Nagaland,0,0,36,36,0
2511,31-05-2020,8:00 AM,Odisha,1050,7,1819,1819,0
2512,31-05-2020,8:00 AM,Puducherry,14,0,51,51,0
2513,31-05-2020,8:00 AM,Punjab,1967,44,2233,2233,0
2514,31-05-2020,8:00 AM,Rajasthan,5739,193,8617,8608,9
2515,31-05-2020,8:00 AM,Sikkim,0,0,1,1,0
2516,31-05-2020,8:00 AM,Tamil Nadu,12000,160,21184,21175,9
2517,31-05-2020,8:00 AM,Telengana,1412,77,2499,2487,12
2518,31-05-2020,8:00 AM,Tripura,172,0,268,268,0
2519,31-05-2020,8:00 AM,Uttarakhand,102,5,749,740,9
2520,31-05-2020,8:00 AM,Uttar Pradesh,4410,201,7445,7436,9
2521,31-05-2020,8:00 AM,West Bengal,1970,309,5130,5130,0
2522,31-05-2020,8:00 AM,Cases being reassigned to states,0,0,5491,5490,1
2523,01-06-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33,0
2524,01-06-2020,8:00 AM,Andhra Pradesh,2349,62,3679,3679,0
2525,01-06-2020,8:00 AM,Arunachal Pradesh,1,0,4,4,0
2526,01-06-2020,8:00 AM,Assam,185,4,1272,1272,0
2527,01-06-2020,8:00 AM,Bihar,1710,21,3815,3815,0
2528,01-06-2020,8:00 AM,Chandigarh,199,4,293,293,0
2529,01-06-2020,8:00 AM,Chhattisgarh,115,1,498,498,0
2530,01-06-2020,8:00 AM,Dadar Nagar Haveli,0,0,2,2,0
2531,01-06-2020,8:00 AM,Delhi,8478,473,19844,19830,14
2532,01-06-2020,8:00 AM,Goa,42,0,70,66,4
2533,01-06-2020,8:00 AM,Gujarat,9919,1038,16779,16770,9
2534,01-06-2020,8:00 AM,Haryana,1048,20,2091,2075,16
2535,01-06-2020,8:00 AM,Himachal Pradesh,120,5,331,331,0
2536,01-06-2020,8:00 AM,Jammu and Kashmir,927,28,2446,2446,0
2537,01-06-2020,8:00 AM,Jharkhand,256,5,610,610,0
2538,01-06-2020,8:00 AM,Karnataka,1218,51,3221,3221,0
2539,01-06-2020,8:00 AM,Kerala,590,9,1269,1259,10
2540,01-06-2020,8:00 AM,Ladakh,43,0,74,74,0
2541,01-06-2020,8:00 AM,Madhya Pradesh,4842,350,8089,8089,0
2542,01-06-2020,8:00 AM,Maharashtra,29329,2286,67655,67645,10
2543,01-06-2020,8:00 AM,Manipur,11,0,71,71,0
2544,01-06-2020,8:00 AM,Meghalaya,12,1,27,27,0
2545,01-06-2020,8:00 AM,Mizoram,1,0,1,1,0
2546,01-06-2020,8:00 AM,Nagaland,0,0,43,43,0
2547,01-06-2020,8:00 AM,Odisha,1126,7,1948,1948,0
2548,01-06-2020,8:00 AM,Puducherry,25,0,70,70,0
2549,01-06-2020,8:00 AM,Punjab,1987,45,2263,2263,0
2550,01-06-2020,8:00 AM,Rajasthan,5927,194,8831,8822,9
2551,01-06-2020,8:00 AM,Sikkim,0,0,1,1,0
2552,01-06-2020,8:00 AM,Tamil Nadu,12757,173,22333,22324,9
2553,01-06-2020,8:00 AM,Telengana,1428,82,2698,2686,12
2554,01-06-2020,8:00 AM,Tripura,173,0,313,313,0
2555,01-06-2020,8:00 AM,Uttarakhand,102,5,907,898,9
2556,01-06-2020,8:00 AM,Uttar Pradesh,4709,213,7823,7814,9
2557,01-06-2020,8:00 AM,West Bengal,2157,317,5501,5501,0
2558,01-06-2020,8:00 AM,Cases being reassigned to states,0,0,5630,5630,0
2559,02-06-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33,0
2560,02-06-2020,8:00 AM,Andhra Pradesh,2378,64,3783,3783,0
2561,02-06-2020,8:00 AM,Arunachal Pradesh,1,0,22,22,0
2562,02-06-2020,8:00 AM,Assam,277,4,1390,1390,0
2563,02-06-2020,8:00 AM,Bihar,1900,24,3926,3926,0
2564,02-06-2020,8:00 AM,Chandigarh,199,4,294,294,0
2565,02-06-2020,8:00 AM,Chhattisgarh,122,1,547,547,0
2566,02-06-2020,8:00 AM,Dadar Nagar Haveli,1,0,3,3,0
2567,02-06-2020,8:00 AM,Delhi,8746,523,20834,20820,14
2568,02-06-2020,8:00 AM,Goa,42,0,71,67,4
2569,02-06-2020,8:00 AM,Gujarat,10780,1063,17200,17191,9
2570,02-06-2020,8:00 AM,Haryana,1055,21,2356,2340,16
2571,02-06-2020,8:00 AM,Himachal Pradesh,122,5,340,340,0
2572,02-06-2020,8:00 AM,Jammu and Kashmir,946,31,2601,2601,0
2573,02-06-2020,8:00 AM,Jharkhand,296,5,659,659,0
2574,02-06-2020,8:00 AM,Karnataka,1328,52,3408,3408,0
2575,02-06-2020,8:00 AM,Kerala,608,10,1326,1316,10
2576,02-06-2020,8:00 AM,Ladakh,43,0,77,77,0
2577,02-06-2020,8:00 AM,Madhya Pradesh,5003,358,8283,8283,0
2578,02-06-2020,8:00 AM,Maharashtra,30108,2362,70013,70003,10
2579,02-06-2020,8:00 AM,Manipur,11,0,83,83,0
2580,02-06-2020,8:00 AM,Meghalaya,12,1,27,27,0
2581,02-06-2020,8:00 AM,Mizoram,1,0,1,1,0
2582,02-06-2020,8:00 AM,Nagaland,0,0,43,43,0
2583,02-06-2020,8:00 AM,Odisha,1245,7,2104,2104,0
